code,treatment,gender,educ,employ1,ethn,entity,age,bosniak,croat,serb,largest_majority,time_usage,freq_usage,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,othersm_1,othersm_2,othersm_3,othersm_4,othersm_5,news,freq_news,politics_int,numb_forums,trust_media.1,imp_family,imp_career,imp_relg,imp_neigh,imp_ethn,imp_hobby,imp_cntry,serbian.4,bosniak.4,croatian.4,matched_percentage.4,percentage_bosniak.4,percentage_serbian.4,percentage_croatian.4,largest_majority_online_4,bosniak.3,serbian.3,croatian.3,matched_percentage.3,percentage_bosniak.3,percentage_serbian.3,percentage_croatian.3,largest_majority_online,time_online,fractionalization_offline_index,shannon_offline,activ,happiness,satisf,depression,loneliness,nerv,boredom,joy,isol,fulf,no_friends,happier,freq_fbnews,fbnews_st1,fbnews_st2,fbnews_st3,fbnews_st4,fbnews_st5,fbnews_st6,fbnews_st7,fbnews_st8,outfeel_therm,infeel_therm,trust_pol,trust_inst,trust_media,trust_police,trust_ngo,trust_relg,sd,agr_st1,agr_st2,agr_st3,agr_st4,trust_gov,agr_st5,agr_st6,agr_st7,agr_st8,agr_st9,agr_st10,agr_st11,agr_st12,agr_st13,agr_st14,agr_st15,oth_honest,oth_patriot,oth_broadv,oth_gener,oth_hyp,oth_self,oth_unreliab,oth_intel,oth_evil,in_honest,in_patriot,in_evil,in_broadv,in_gener,in_hyp,in_self,in_unreliab,in_intel,donation
231,0,2,4,1,0,1,28,0.66763052,0.20304772,0.0416,66.764,4,4,1,2,3,3,1,3,1,3,4,0,4,0,0,"TV,Online website stranice,Facebook",1,2,1,2,4,3,2,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,0.511310552,0.725731858,"1,3,5",-4,5,1,1,3,3,4,2,4,3,-3,1,0,1,0,-1,0,1,-1,1,52,73,1,1,2,1,1,1,4,-3,-3,-3,-2,1,1,-1,7,2,3,1,-3,-3,-3,-1,3,0,0,0,0,-1,-1,-4,-4,-3,4,1,1,1,0,0,0,-2,-3,"Sarajevo,Tuzla,Banja Luka"
232,1,2,2,0,-1,1,28,0.66763052,0.20304772,0.0416,66.764,4,4,2,2,3,4,3,2,2,4,5,1,4,0,0,Online website stranice,2,2,2,2,4,4,4,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.511310552,0.725731858,1,0,2,1,1,1,1,4,1,5,4,4,1,-1,0,0,1,-1,0,0,0,78,96,1,2,2,4,3,2,7,-3,-3,-3,-3,1,1,0,4,-3,3,3,3,-2,-3,1,3,-2,-1,0,-2,0,0,0,-4,0,-4,0,4,2,3,0,0,0,-4,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Svejedno"
233,0,2,2,0,1,1,20,0.66763052,0.20304772,0.0416,66.764,4,4,1,3,1,4,2,2,3,4,5,5,5,1,0,"TV,Online website stranice,Facebook",4,1,2,2,4,4,4,3,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397,0.511310552,0.725731858,"1,3",-2,3,2,1,3,2,4,2,4,4,-2,2,0,1,0,1,0,0,1,1,76,89,2,2,1,1,1,2,6,-3,-3,-3,-2,2,4,-3,4,-3,1,3,-3,-3,-3,-3,3,0,0,-1,2,0,-2,-3,0,-2,4,0,-2,2,2,2,-2,-2,-2,Sarajevo
234,1,2,2,1,1,1,23,0.66763052,0.20304772,0.0416,66.764,4,4,1,3,1,4,4,4,4,4,5,5,5,0,0,"TV,Online website stranice,Facebook",5,1,3,1,4,3,1,3,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.511310552,0.725731858,1,-4,4,2,2,2,3,4,2,4,2,-2,3,0,0,0,1,0,-1,1,0,50,100,1,2,2,1,2,1,7,-3,-3,-3,0,1,1,-3,4,-3,3,3,-3,-3,-3,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Tuzla,Prijedor"
235,0,1,2,0,1,1,19,0.66763052,0.20304772,0.0416,66.764,4,4,0,1,0,3,4,1,1,3,5,5,5,0,0,"Online website stranice,Facebook",5,2,2,2,4,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390,0.511310552,0.725731858,"1,2,6",-2,3,2,2,3,4,3,2,2,4,0,2,1,0,1,1,1,0,1,1,77,88,2,3,1,3,3,3,7,-2,-2,-3,-2,4,2,0,3,-1,3,3,-2,-1,-1,0,3,-1,-1,-1,-2,-1,-1,0,0,0,-1,-1,0,-2,-2,0,0,1,-2,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno"
236,0,2,3,0,3,1,27,0.66763052,0.20304772,0.0416,66.764,4,4,2,3,2,3,2,2,1,1,5,4,5,0,0,Facebook,4,2,1,1,4,2,2,2,0,3,4,28,664,31,69.9729486,85.56701031,3.608247423,3.994845361,85.56701031,665.1666667,55.16666667,52.66666667,69.70243463,86.05002156,7.136696852,6.813281587,86.05002156,545,0.511310552,0.725731858,4,-2,4,3,3,2,3,4,1,4,4,0,2,0,-1,0,1,0,0,1,1,90,80,1,1,2,3,1,3,6,-3,-3,-3,0,1,4,-3,7,-3,2,1,-3,0,-1,1,3,-1,-4,2,0,0,-4,4,0,-1,4,-1,-1,0,1,0,-1,-4,1,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno"
237,1,2,5,1,1,1,27,0.66763052,0.20304772,0.0416,66.764,4,4,1,2,3,4,2,2,2,4,5,0,5,0,0,Facebook,1,0,1,1,4,4,2,2,2,4,3,5,582,22,84.77690289,90.09287926,0.773993808,3.405572755,90.09287926,583.6666667,22.16666667,38.66666667,84.58005249,90.56115852,3.439358676,5.999482803,90.56115852,0,0.511310552,0.725731858,4,-3,3,3,2,2,1,3,1,3,4,0,1,0,0,0,0,0,0,1,1,50,71,1,2,1,2,3,1,6,-3,-3,-3,-1,1,1,0,7,3,3,3,-3,-2,-3,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija,Svejedno"
238,0,2,2,0,0,1,24,0.66763052,0.20304772,0.0416,66.764,4,4,0,0,2,2,3,1,1,1,0,0,5,0,0,"Online website stranice,Facebook",3,1,1,1,4,4,1,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,0.511310552,0.725731858,"4,5",1,2,4,4,3,4,2,4,2,3,3,1,0,1,0,1,0,0,0,1,85,90,1,2,0,2,2,2,7,-3,-3,-2,0,2,5,2,7,0,0,3,-2,-2,-1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Svejedno
239,0,2,2,0,1,1,19,0.66763052,0.20304772,0.0416,66.764,4,4,1,2,1,3,1,2,2,3,0,0,3,0,0,"Online website stranice,Facebook",4,1,1,1,4,3,3,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252,0.511310552,0.725731858,5,-1,3,3,4,4,3,4,3,3,3,0,1,0,0,0,1,0,0,0,0,70,80,1,2,2,3,2,2,6,-3,-3,-3,-1,1,4,-3,6,0,3,3,-2,-1,-1,0,3,0,-1,-1,-3,0,0,0,0,0,-1,-2,0,0,0,0,0,0,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Svejedno"
240,1,1,4,0,0,1,22,0.66763052,0.20304772,0.0416,66.764,4,4,2,2,2,1,1,0,0,3,5,0,5,0,0,"Novine (print),Online website stranice",5,4,3,0,4,2,3,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.511310552,0.725731858,"1,2,4",0,5,1,1,1,3,5,1,4,4,0,0,0,0,0,0,0,0,0,0,50,50,2,2,0,2,4,2,7,-1,-3,-3,3,2,7,3,7,3,3,3,-3,-2,-3,3,3,0,0,0,0,0,-1,-1,-4,0,4,3,-4,4,0,0,-4,-4,4,Svejedno
241,1,1,5,1,0,1,25,0.66763052,0.20304772,0.0416,66.764,4,4,1,2,1,3,2,2,2,4,5,0,4,1,0,"TV,Online website stranice,Facebook",5,2,0,1,2,3,1,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.511310552,0.725731858,"1,6",2,4,2,2,3,2,2,2,3,4,1,2,1,1,0,1,1,-1,1,1,74,65,2,2,2,3,2,3,5,-2,-3,-3,-1,5,6,-1,7,1,2,1,-1,-2,0,-2,1,0,0,0,0,0,0,0,0,0,0,2,-2,-1,2,0,-3,-2,-1,"Zenica,Doboj,Prijedor,Tomislavgrad"
242,1,1,4,1,1,1,27,0.66763052,0.20304772,0.0416,66.764,4,3,0,1,1,2,1,2,1,2,3,0,5,0,0,"Online website stranice,Facebook",4,2,1,1,4,3,3,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.511310552,0.725731858,2,-3,4,2,2,3,3,4,2,3,4,-2,2,1,-1,0,1,0,-1,1,1,100,100,1,1,0,2,3,3,7,-3,-3,-3,-2,1,4,3,7,0,3,3,0,-1,-1,0,3,0,0,-2,-2,0,2,2,-3,2,-2,0,-2,-2,-2,0,0,2,-2,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija"
243,1,2,4,0,1,1,36,0.66763052,0.20304772,0.0416,66.764,4,4,2,1,2,3,3,1,3,4,4,2,2,0,0,"TV,Facebook",4,1,1,1,4,1,1,1,3,1,2,19,42,25,53.87596899,30.21582734,13.66906475,17.98561151,17.98561151,44.5,51,43.5,53.87596899,32.01438849,36.69064748,31.29496403,36.69064748,0,0.511310552,0.725731858,"1,3,4,6",-2,3,2,2,2,4,2,2,3,3,-2,2,0,0,0,1,-1,0,0,1,51,50,1,1,1,2,3,2,7,-3,-3,-3,-2,1,2,-2,7,0,3,1,-3,-3,-3,-2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Druga lokacija"
244,1,1,4,0,1,1,24,0.66763052,0.20304772,0.0416,66.764,4,4,1,0,0,1,4,0,0,4,5,0,5,0,0,Facebook,2,4,2,1,4,4,4,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.511310552,0.725731858,1,-2,2,1,2,2,4,2,2,2,4,-2,1,0,1,1,1,1,0,1,1,30,90,1,1,1,2,3,2,4,-3,-3,-3,-2,3,3,-1,5,2,3,3,-3,-2,-2,-2,2,0,0,0,0,0,0,0,0,0,0,-1,-1,3,-2,0,0,1,0,Druga lokacija
245,1,1,2,0,1,1,19,0.66763052,0.20304772,0.0416,66.764,4,4,1,1,1,4,0,3,3,3,5,0,5,0,0,"TV,Online website stranice,Facebook",5,4,1,2,4,4,2,3,4,2,4,7,766,38,77.22513089,86.55367232,0.790960452,4.293785311,86.55367232,771.1666667,39.66666667,69.66666667,76.83246073,87.5828128,4.505016089,7.912171115,87.5828128,0,0.511310552,0.725731858,"1,5",-2,5,1,2,2,3,4,2,4,4,-2,2,1,-1,1,1,1,1,0,1,90,90,1,2,2,3,4,3,7,-3,-3,-3,0,5,7,3,7,2,3,1,1,0,0,3,1,-1,-2,0,-1,0,0,0,-2,0,-1,-3,-2,-1,-2,0,0,0,-2,Sarajevo
246,1,1,4,1,1,1,35,0.66763052,0.20304772,0.0416,66.764,4,4,2,1,2,3,4,1,1,4,5,0,3,0,0,"TV,Online website stranice",3,2,0,3,4,4,2,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.511310552,0.725731858,"4,5,6",-4,5,1,1,3,1,5,1,4,3,-3,1,0,1,1,1,0,0,0,1,88,90,2,2,2,2,2,1,7,-2,-2,-2,1,3,6,3,3,1,2,1,-1,-2,-2,1,2,0,0,-1,-1,0,-2,-1,-3,0,-2,-4,-1,4,1,-2,-2,-2,-2,Svejedno
247,0,2,2,0,1,1,19,0.66763052,0.20304772,0.0416,66.764,4,4,0,2,1,4,4,1,0,4,5,4,5,0,0,Facebook,5,2,1,0,4,4,3,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,0.511310552,0.725731858,"1,4",-4,4,3,1,3,1,4,2,4,4,-4,1,0,1,0,1,1,1,1,1,46,92,1,1,1,1,4,1,6,-3,-3,-3,-3,1,4,3,7,0,3,3,-3,-3,-3,2,-1,0,0,0,-2,0,2,4,-4,3,1,-4,-3,1,-2,0,1,0,1,"Sarajevo,Doboj,Prijedor,Livno"
248,1,2,4,0,1,1,23,0.66763052,0.20304772,0.0416,66.764,4,4,2,2,1,2,3,3,1,3,5,0,4,0,0,"TV,Online website stranice,Facebook",2,2,1,2,4,4,4,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.511310552,0.725731858,"1,4",-1,4,2,1,1,3,3,2,4,4,-4,1,0,0,0,1,0,0,1,0,20,70,3,3,1,2,1,5,6,1,-2,-2,-2,5,1,-3,3,-3,3,3,0,0,1,3,3,2,2,0,4,0,-4,-4,0,-4,-4,-4,4,2,-4,0,0,4,-4,"Sarajevo,Zenica,Tuzla,Druga lokacija"
249,0,2,4,0,1,1,52,0.66763052,0.20304772,0.0416,66.764,4,4,2,3,2,2,2,3,3,3,4,0,1,0,0,Facebook,5,2,1,1,4,0,0,4,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1414,0.511310552,0.725731858,4,-4,4,1,1,3,1,4,1,4,2,0,3,0,1,1,1,0,1,0,1,30,30,1,1,0,2,3,1,7,-3,-3,-3,-1,1,7,3,7,-1,1,0,-3,-3,-2,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Svejedno
250,0,2,4,1,1,1,34,0.66763052,0.20304772,0.0416,66.764,4,4,2,2,2,4,4,3,2,4,5,2,4,0,0,"Online website stranice,Facebook",2,1,1,1,4,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.511310552,0.725731858,4,-4,5,2,2,3,2,4,3,4,4,-4,1,0,0,0,1,0,0,0,0,62,82,1,1,1,2,2,1,6,-3,-3,2,-3,0,7,-3,7,-3,3,3,-3,-3,-3,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Zenica,Tuzla"
251,1,1,2,1,0,1,35,0.66763052,0.20304772,0.0416,66.764,4,4,1,2,1,3,3,1,3,3,0,0,5,0,0,"Online website stranice,Facebook",5,2,1,2,4,3,3,4,3,4,4,10,563,50,82.54504505,76.80763984,1.36425648,6.821282401,76.80763984,567.3333333,66.83333333,97.83333333,82.43243243,77.50455373,9.130236794,13.36520947,77.50455373,0,0.511310552,0.725731858,5,-2,4,3,3,2,4,3,4,3,4,-2,3,0,1,0,1,-1,0,0,1,95,95,3,3,3,5,2,1,7,3,-3,-3,-3,3,7,-3,4,-3,3,-2,-3,-1,0,-3,-3,-1,-2,-1,-2,0,-3,-3,-4,-3,-2,-1,-1,0,1,0,-1,-1,-4,Sarajevo
252,1,2,2,0,0,1,22,0.66763052,0.20304772,0.0416,66.764,4,4,0,0,1,2,4,0,0,4,5,4,5,0,0,"Novine (print),Online website stranice",4,1,1,1,4,4,2,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.511310552,0.725731858,"1,2",-4,4,3,4,2,3,4,3,3,4,-4,0,0,-1,0,1,-1,0,0,1,80,45,1,2,0,2,3,1,7,-3,-3,-3,-3,0,7,0,7,3,3,3,-3,-3,-3,3,3,4,2,4,-4,0,0,-3,2,0,-2,0,2,-2,-2,0,0,3,-2,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija,Svejedno"
253,1,1,3,1,-3,1,40,0.66763052,0.20304772,0.0416,66.764,4,4,2,1,2,3,3,1,2,1,4,0,4,0,0,"Online website stranice,Facebook",5,2,1,2,4,4,1,3,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.511310552,0.725731858,"4,6",-3,4,1,1,2,3,4,1,4,3,-4,1,1,1,1,1,0,0,1,1,100,100,1,3,2,4,2,1,7,-3,-3,-3,0,0,4,-3,7,0,3,3,0,1,-2,1,3,-3,-4,1,-3,0,0,0,-2,2,0,-2,-1,0,-2,0,-2,4,0,"Zenica,Prijedor,Livno"
254,0,2,3,0,-2,1,42,0.024,0.007,0.946,94.6,4,4,3,2,2,4,2,4,3,4,5,0,2,0,0,Facebook,4,2,2,2,4,2,2,4,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487,0.104459,0.176760774,5,-2,3,3,4,3,1,2,2,2,4,1,0,0,0,0,0,0,0,0,0,75,87,1,1,1,3,1,1,5,-3,-3,-3,-3,2,2,2,1,-3,3,3,-3,-3,-2,-1,3,-3,-2,-2,-2,0,0,0,-2,0,-1,-1,-1,0,-1,-1,-1,-1,-1,Svejedno
255,0,2,3,0,0,1,42,0.541,0.001,0.45,54.1,4,4,3,2,2,4,2,4,3,4,5,0,2,0,0,Facebook,4,2,2,2,4,2,2,4,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,0.504818,0.698591995,1,-2,3,1,1,2,4,4,3,2,3,-2,1,0,0,0,0,0,0,0,0,83,54,1,2,1,3,3,1,6,-3,-3,-3,-3,2,7,0,7,-2,1,3,0,0,-3,0,3,0,0,0,0,-3,-2,-3,-2,-1,-1,-1,0,0,0,0,0,-1,2,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija,Svejedno"
256,1,2,2,1,0,1,29,0.541,0.001,0.45,54.1,4,4,3,4,3,4,4,3,4,4,5,1,5,0,0,"Online website stranice,Facebook",3,1,1,1,4,4,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.504818,0.698591995,1,-1,4,2,3,4,5,3,2,3,4,1,3,0,1,1,1,1,-1,1,1,90,90,2,2,2,4,2,1,6,-2,-3,-3,1,4,7,1,7,-3,3,1,-2,1,0,3,3,0,-1,0,0,0,0,0,0,0,1,2,-1,0,0,-1,-1,0,0,Svejedno
257,0,1,5,1,1,1,39,0.541,0.001,0.45,54.1,4,4,1,1,1,2,2,2,1,3,0,0,4,0,0,"Online website stranice,Facebook",4,1,1,1,4,4,4,1,3,2,3,231,59,105,63.62192216,7.365792759,28.83895131,13.10861423,28.83895131,64,475.5,260.5,63.54249404,8,59.4375,32.5625,59.4375,NA,0.504818,0.698591995,6,-4,5,1,1,2,2,5,1,5,2,-4,3,0,0,0,-1,0,0,1,1,80,80,2,3,1,4,2,2,6,-3,-3,-3,-1,5,4,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija,Svejedno"
258,0,1,5,1,0,1,39,0.541,0.001,0.45,90.6,4,4,1,1,1,2,2,2,1,3,0,0,4,0,0,"Online website stranice,Facebook",4,1,1,1,4,4,4,1,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1474,0.504818,0.698591995,6,-4,4,1,1,2,2,4,2,4,4,-3,2,0,1,1,1,1,0,1,1,100,100,1,2,1,1,3,1,7,-2,-3,-3,-2,1,7,2,7,2,3,2,-3,-3,-2,-3,1,0,-1,-2,-3,0,0,0,-4,0,0,0,1,0,0,0,0,0,-3,Svejedno
259,0,1,4,1,1,1,43,0.541,0.001,0.45,90.6,4,4,2,2,2,2,3,2,2,3,1,0,5,1,0,"TV,Online website stranice,Facebook",5,2,1,2,4,3,4,3,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1050,0.504818,0.698591995,"4,5,6",-4,4,2,1,2,2,4,2,4,4,-4,2,0,1,0,0,-1,0,0,1,85,90,2,2,1,2,3,2,6,-3,-3,-3,-3,3,7,3,7,-3,3,3,-3,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Zenica,Tuzla,Druga lokacija"
260,0,1,4,1,1,1,30,0.541,0.001,0.45,90.6,4,4,2,2,2,2,3,2,1,4,5,0,3,0,0,"Online website stranice,Facebook",5,3,1,2,4,3,0,2,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556,0.504818,0.698591995,5,-2,4,2,4,2,4,3,4,3,3,-1,2,1,0,1,1,0,1,0,1,100,100,2,2,1,3,1,2,7,-3,-3,-2,-1,4,4,2,7,-1,3,1,-3,-2,-2,3,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno"
261,0,2,4,1,1,1,36,0.541,0.001,0.45,90.6,4,4,2,1,2,3,3,1,2,3,4,0,3,0,0,Facebook,2,1,2,1,4,2,1,3,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455,0.504818,0.698591995,2,3,3,3,4,4,2,3,3,3,2,4,2,0,0,0,1,1,0,0,1,49,50,1,1,0,2,3,1,6,-3,-3,-3,0,0,7,3,7,3,0,3,-3,-3,-3,0,3,0,0,4,4,-2,0,0,0,0,0,0,-1,3,1,-4,-1,-2,4,Svejedno
262,0,2,2,1,1,1,27,0.541,0.001,0.45,90.6,4,4,2,2,2,4,4,1,4,3,0,0,5,0,0,Facebook,5,2,3,0,4,3,1,2,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,894,0.504818,0.698591995,"3,4",3,4,1,2,1,3,4,1,4,4,2,2,1,1,0,1,0,1,0,1,100,50,2,3,3,3,4,2,7,-2,3,3,2,1,3,-1,2,-3,3,3,-2,-2,-3,0,2,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,Druga lokacija
263,0,1,5,0,0,1,31,0.807,0.0494,0.0378,80.74,4,4,2,1,3,3,3,2,1,3,5,0,4,0,0,"Online website stranice,Facebook",3,2,2,1,3,3,1,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537,0.3448818,0.445443735,5,-2,3,2,3,1,2,4,2,4,4,-1,2,0,1,0,1,0,0,1,1,90,90,1,1,1,1,2,1,7,-3,-3,-3,2,1,7,2,7,2,3,3,-3,-3,-3,0,0,0,0,0,0,0,-1,0,0,0,3,-2,-1,0,0,0,-2,-2,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija,Svejedno"
264,0,1,2,0,1,1,21,0.94,0.034,0.005,94,4,1,0,1,1,3,3,1,1,4,4,0,3,1,1,Online website stranice,2,1,1,1,2,4,0,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,0.115219,0.199621888,"4,5",-4,4,2,1,3,3,4,1,4,3,-3,1,0,-1,0,-1,0,1,1,1,0,0,1,2,0,2,2,1,7,-1,-1,-3,0,1,4,3,7,3,3,1,-3,0,0,1,3,-1,0,-1,-2,4,3,1,-1,2,0,0,1,-1,-1,1,0,-1,1,Svejedno
265,1,2,2,0,0,1,18,0.94,0.034,0.005,94,4,4,1,1,1,3,3,1,0,3,5,5,5,0,0,"TV,Facebook",0,1,2,1,4,4,2,3,3,4,3,1,660,25,81.96721311,94.28571429,0.142857143,3.571428571,94.28571429,661.5,8.5,30,81.96721311,94.5,1.214285714,4.285714286,94.5,0,0.115219,0.199621888,5,-2,3,3,2,2,3,4,1,4,4,-2,2,1,0,0,1,-1,0,0,0,51,100,2,1,2,2,4,4,6,-3,-3,-3,0,1,4,0,7,3,3,1,0,-3,-3,3,3,-4,-2,-4,-2,4,4,4,-3,4,-3,-4,4,-4,-3,4,4,4,-4,Svejedno
266,0,2,2,1,1,1,25,0.186,0.037,0.754,75.4,4,4,2,1,2,3,2,1,2,3,5,0,5,0,0,"Online website stranice,Facebook",1,1,1,1,3,2,2,1,0,1,2,17,751,30,81.5324165,90.48192771,2.048192771,3.614457831,90.48192771,754.3333333,33.83333333,40.33333333,81.38506876,91.04807886,4.083685375,4.868235767,91.04807886,322,0.395519,0.647738218,4,2,4,3,2,3,2,4,2,3,4,1,1,0,0,0,0,0,1,1,0,60,60,1,2,1,2,2,1,6,-3,-3,-3,-3,3,4,3,6,0,-3,0,-1,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doboj
267,1,2,2,1,1,1,50,0.186,0.037,0.754,75.4,3,3,2,3,2,4,3,2,3,4,4,0,5,0,0,"TV,Online website stranice,Facebook",5,1,1,2,4,3,3,3,2,2,2,29,5,29,80.59701493,4.62962963,26.85185185,26.85185185,26.85185185,5.5,64,38.5,80.59701493,5.092592593,59.25925926,35.64814815,59.25925926,0,0.395519,0.647738218,"1,2",-3,3,2,3,2,3,4,3,3,2,3,3,-1,1,-1,1,1,0,0,1,44,94,2,3,1,3,3,4,6,1,-3,-3,-3,3,4,-1,3,-2,2,0,-1,-1,1,-2,2,0,-1,0,1,1,1,0,1,-1,0,-1,0,-1,-1,0,1,0,-1,"Doboj, banja Luka"
268,0,1,3,1,3,1,28,0.186,0.037,0.754,75.4,4,4,1,2,1,1,2,1,1,3,4,0,5,0,0,Ne pratim vijesti,1,0,1,1,4,2,2,2,2,1,4,4,407,18,39.69974979,85.50420168,0.840336134,3.781512605,85.50420168,411.5,27.5,34.5,39.4912427,86.90601901,5.80781415,7.286166843,86.90601901,1136,0.395519,0.647738218,"2,4,5",1,4,2,3,4,3,3,2,3,4,0,2,0,-1,0,1,0,0,0,1,51,70,1,2,0,3,3,2,4,-3,-3,-3,-2,1,5,3,7,0,3,3,-3,-3,-3,-3,3,0,0,1,1,0,-1,-1,1,0,0,-1,-1,1,-1,0,-1,-1,1,"Zenica,Tuzla"
269,1,1,0,1,-2,1,36,0.667,0.282,0.012,66.7,4,4,2,2,2,3,2,1,1,3,5,0,2,0,0,"TV,Online website stranice,Facebook",2,0,1,1,4,4,2,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.475443,0.680155189,5,-4,5,1,1,2,1,4,1,5,NA,-4,1,0,0,0,1,0,0,0,1,75,69,1,2,1,3,3,1,1,-3,-3,-3,-3,4,4,2,4,-1,3,3,-3,-1,-1,2,1,-3,0,-3,-4,0,-1,-1,-3,4,0,-2,-2,-3,-3,0,4,3,-3,Svejedno
