code,treatment,gender,educ,employ1,ethn,entity,age,bosniak,croat,serb,largest_majority,time_usage,freq_usage,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,othersm_1,othersm_2,othersm_3,othersm_4,othersm_5,news,freq_news,politics_int,numb_forums,trust_media.1,imp_family,imp_career,imp_relg,imp_neigh,imp_ethn,imp_hobby,imp_cntry,serbian.4,bosniak.4,croatian.4,matched_percentage.4,percentage_bosniak.4,percentage_serbian.4,percentage_croatian.4,largest_majority_online_4,bosniak.3,serbian.3,croatian.3,matched_percentage.3,percentage_bosniak.3,percentage_serbian.3,percentage_croatian.3,largest_majority_online,time_online,fractionalization_offline_index,shannon_offline,activ,happiness,satisf,depression,loneliness,nerv,boredom,joy,isol,fulf,no_friends,happier,freq_fbnews,fbnews_st1,fbnews_st2,fbnews_st3,fbnews_st4,fbnews_st5,fbnews_st6,fbnews_st7,fbnews_st8,outfeel_therm,infeel_therm,trust_pol,trust_inst,trust_media,trust_police,trust_ngo,trust_relg,sd,agr_st1,agr_st2,agr_st3,agr_st4,trust_gov,agr_st5,agr_st6,agr_st7,agr_st8,agr_st9,agr_st10,agr_st11,agr_st12,agr_st13,agr_st14,agr_st15,oth_honest,oth_patriot,oth_broadv,oth_gener,oth_hyp,oth_self,oth_unreliab,oth_intel,oth_evil,in_honest,in_patriot,in_evil,in_broadv,in_gener,in_hyp,in_self,in_unreliab,in_intel,donation
40,1,2,3,1,2,1,49,0.122,0.005,0.852,85.2,4,4,2,2,2,2,3,2,1,2,0,0,2,1,0,Facebook,3,1,1,1,4,4,3,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.259187,0.41961094,2,3,4,1,2,2,2,4,2,4,3,0,1,0,0,0,0,0,0,1,0,52,79,2,2,1,2,2,2,5,-2,-1,-1,-1,4,4,-1,6,0,1,1,-1,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,2,2,0,0,1,0,"Bijeljina, Svejedno"
41,1,1,2,0,1,1,33,0.434,0.004,0.545,54.5,4,4,2,2,3,3,2,1,2,4,1,0,5,0,0,"Facebook,Ne pratim vijesti",0,0,1,1,4,3,4,4,4,2,1,106,4,30,83.33333333,1.509433962,40,11.32075472,40,5,181.5,78.5,83.33333333,1.886792453,68.49056604,29.62264151,68.49056604,0,0.514603,0.715148676,"4,6",-2,4,3,1,2,2,4,1,4,3,0,2,1,0,0,1,0,0,1,1,52,88,1,2,1,3,2,2,4,-3,-3,-2,-3,7,5,-3,5,-1,2,2,-2,-3,-3,3,3,-3,-4,-2,-3,0,3,0,-3,2,-2,2,2,-2,-3,0,0,3,-3,"Banja Luka,Prijedor"
42,0,2,2,0,-1,2,31,0.424,0.207,0.346,42.4,4,4,2,2,2,4,2,3,4,4,5,3,5,0,0,"TV,Novine (print),Online website stranice,Facebook",5,1,1,3,4,2,4,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,807,0.657659,1.057049316,"1,2,3,4",-4,4,2,2,2,3,4,2,4,3,-2,1,0,1,0,0,-1,1,1,1,74,100,1,2,2,3,4,3,6,-3,-3,-3,-3,1,4,0,4,-3,3,3,-3,-3,-3,0,3,4,4,4,4,4,-4,-4,4,-4,4,0,-4,-1,1,2,1,4,-1,"Sarajevo,Zenica,Tuzla"
43,1,1,2,0,1,1,25,0.424,0.207,0.346,42.4,4,4,1,2,2,4,3,3,2,3,5,0,5,0,0,"Online website stranice,Facebook",2,2,3,1,4,4,4,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.657659,1.057049316,"4,5,6",-2,4,1,2,3,4,4,3,4,4,0,3,0,0,1,1,0,0,1,1,95,95,1,1,1,2,2,2,6,-3,-3,-2,2,2,7,3,7,2,3,3,-2,-3,1,2,3,-4,-4,-4,-4,3,3,4,-4,4,-4,-2,3,-4,-4,2,3,3,-4,Svejedno
44,0,2,2,0,1,1,31,0.424,0.207,0.346,42.4,4,4,1,1,1,1,1,1,1,1,4,2,0,0,0,Online website stranice,3,1,1,1,4,3,2,1,1,1,0,232,1322,292,76.14424411,48.16029144,8.451730419,10.63752277,48.16029144,1331.166667,750.1666667,657.6666667,75.9778086,48.60046246,27.38834124,24.0111963,48.60046246,764,0.657659,1.057049316,1,-2,4,1,3,2,1,4,1,4,4,1,2,0,0,1,1,0,0,1,1,100,100,2,2,2,3,3,1,7,-3,-3,-2,-1,0,4,3,7,3,1,-1,-3,-3,-3,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Prijedor,Livno"
45,1,2,2,0,3,1,27,0.424,0.207,0.346,42.4,4,4,0,1,3,4,4,3,2,4,5,5,4,0,0,Facebook,4,0,2,1,4,3,2,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.657659,1.057049316,5,-4,4,2,1,2,1,4,1,5,4,-3,2,0,1,-1,-1,-1,1,1,0,82,93,1,2,0,1,4,2,6,-3,-3,-3,-2,1,4,3,7,-1,3,2,-3,-2,-2,-3,3,-3,-2,4,-4,0,0,-1,-2,3,1,0,3,-2,-2,0,4,1,-1,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno"
46,0,1,2,0,1,1,31,0.424,0.207,0.346,42.4,4,4,1,2,3,4,1,1,3,3,5,0,5,0,1,"TV,Online website stranice,Facebook",4,2,1,0,4,4,4,2,4,2,1,6,366,28,79.32330827,86.72985782,1.421800948,6.63507109,86.72985782,367.5,19.5,34,79.13533835,87.29216152,4.631828979,8.076009501,87.29216152,123,0.657659,1.057049316,1,4,3,1,4,2,3,5,1,2,3,2,2,-1,0,1,-1,-1,-1,1,1,83,78,1,1,1,4,3,1,6,-3,-3,-3,0,1,6,0,7,-3,3,3,-3,-3,-2,-1,2,-1,-1,4,3,-1,4,-2,0,0,3,-2,1,-2,2,-2,-2,2,0,Svejedno
47,0,2,2,0,1,1,29,0.424,0.207,0.346,42.4,4,4,1,2,2,4,4,1,2,4,5,0,5,0,0,Facebook,5,1,1,0,4,3,3,2,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.657659,1.057049316,"3,4,6",-4,4,2,3,3,3,4,3,4,1,-3,1,1,0,0,1,0,0,1,1,82,82,2,2,1,2,3,1,6,-3,-3,-3,-3,5,1,-3,1,-3,3,3,-3,-3,-3,-3,3,4,0,4,4,0,-4,-4,0,-4,4,0,0,4,4,0,-4,-4,4,"Zenica,Tomislavgrad,Livno,Druga lokacija"
48,0,2,2,0,1,2,22,0.424,0.207,0.346,42.4,4,4,0,1,2,2,1,1,1,3,5,1,3,0,0,Online website stranice,1,1,1,1,4,4,3,1,2,3,2,8,897,29,78.74592834,92.76111686,0.827300931,2.998965874,92.76111686,897,27.5,41,78.6237785,92.90523045,2.848265148,4.246504402,92.90523045,562,0.657659,1.057049316,"1,4,5",-3,3,3,2,4,1,4,2,3,3,-2,1,0,-1,0,1,0,0,0,1,100,100,1,1,1,2,3,1,6,-3,-3,-3,-2,0,4,-3,7,-3,3,3,-3,-3,-3,-3,3,4,4,4,4,4,-4,-4,4,-4,0,0,0,0,1,0,0,-1,0,Svejedno
49,0,2,3,0,1,1,32,0.424,0.207,0.346,42.4,4,4,1,2,2,3,4,1,2,4,0,0,1,0,0,"Online website stranice,Facebook",2,1,1,1,4,1,2,1,2,3,3,27,9,11,62.33766234,9.375,28.125,11.45833333,28.125,9.5,56.5,30,62.33766234,9.895833333,58.85416667,31.25,58.85416667,1101,0.657659,1.057049316,"4,6",-1,3,3,4,3,2,3,4,4,2,1,2,0,0,0,0,0,1,1,1,34,52,1,1,1,1,2,1,6,-3,-3,-3,-2,0,3,-2,5,1,3,3,-3,-3,-2,3,3,4,4,4,4,-4,-4,0,0,0,-1,1,0,0,1,-2,-2,-2,-1,Svejedno
50,1,1,3,0,1,1,65,0.424,0.207,0.346,42.4,4,4,2,2,2,2,2,2,2,1,1,2,1,0,0,Facebook,4,2,3,2,4,4,2,2,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.657659,1.057049316,6,0,3,3,3,3,3,3,3,3,0,0,2,1,0,0,-1,-1,0,-1,1,100,100,1,1,1,2,1,2,1,-3,-3,-3,-3,5,4,-3,4,-3,3,3,-3,-3,-3,-3,3,0,0,4,-2,0,-4,0,-4,-4,0,0,-4,4,0,0,-4,0,0,Druga lokacija
51,0,2,4,0,1,1,25,0.928,0.022,0.009,92.8,4,4,4,4,4,4,4,4,4,4,5,0,0,0,0,"TV,Online website stranice,Facebook",5,4,3,1,4,4,2,2,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,421,0.138251,0.195705909,4,-4,5,1,1,3,2,4,1,5,4,0,3,1,0,0,1,0,0,0,1,100,2,1,1,0,2,3,2,7,-3,-3,0,3,2,1,3,7,3,3,3,0,-3,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Doboj,Banja Luka,Bijeljina,Prijedor,Livno,Svejedno"
52,0,2,2,0,1,1,27,0.928,0.022,0.009,92.8,4,4,1,2,2,4,4,4,1,4,5,0,5,0,0,Facebook,5,0,2,1,4,2,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641,0.138251,0.195705909,1,4,5,2,3,3,3,5,1,5,2,0,3,0,1,0,-1,0,-1,-1,-1,70,70,1,2,1,2,2,1,6,-3,-3,-3,-3,1,4,-3,7,0,3,3,0,0,0,3,3,0,-4,0,-4,0,0,0,-4,0,-4,-4,0,-4,-4,0,0,0,-4,Svejedno
53,0,2,2,0,1,1,23,0.783,0.183,0.012,78.4,4,4,3,1,0,2,4,1,2,4,0,0,5,0,0,"TV,Facebook",4,0,2,1,4,3,3,3,2,3,3,22,137,89,76.39939486,27.12871287,4.356435644,17.62376238,27.12871287,141.1666667,161.9166667,201.4166667,76.32375189,27.98149983,32.09448299,39.92401718,39.92401718,394,0.353278,0.555396916,5,3,4,1,1,2,3,4,2,3,4,3,3,1,1,-1,1,-1,1,0,1,90,70,1,2,0,1,3,2,7,3,-3,-3,-2,1,7,-2,7,-2,3,3,-2,-2,-2,2,2,0,0,0,0,0,0,0,0,0,3,-1,-2,2,1,-1,-1,-2,1,Druga lokacija
54,0,2,3,1,1,1,36,0.783,0.183,0.012,78.3,4,4,2,2,2,3,2,2,2,3,1,0,5,0,0,"Online website stranice,Facebook",3,2,3,1,4,3,3,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595,0.353278,0.555396916,"4,6",-4,5,3,3,3,3,4,3,4,2,3,2,0,1,0,1,-1,0,0,0,100,100,1,2,1,2,3,2,7,-3,-3,-3,-3,8,4,3,4,3,3,3,0,1,0,0,3,0,0,0,0,0,0,0,0,0,-4,-4,0,0,-4,-4,0,0,0,"Zenica,Svejedno"
55,1,2,2,1,1,1,34,0.783,0.183,0.012,78.5,4,4,2,2,2,3,4,2,2,3,5,2,5,0,0,Facebook,4,1,2,2,4,3,4,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.353278,0.555396916,6,0,4,3,3,3,3,3,1,3,3,0,2,0,0,0,0,0,0,0,0,80,80,2,2,1,3,4,1,6,-3,-3,-3,-3,1,4,3,7,-3,3,3,0,-2,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,Svejedno
56,1,2,3,1,0,1,24,0.783,0.183,0.012,78.4,4,4,2,1,2,4,4,1,2,4,5,0,5,0,0,"Online website stranice,Facebook",5,0,3,2,4,4,2,0,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.353278,0.555396916,1,-2,2,3,4,5,3,2,1,2,4,4,2,0,-1,-1,0,0,1,0,1,70,50,1,2,1,4,4,1,5,-3,-3,-3,-3,2,1,-2,7,0,0,1,-2,-1,-1,0,3,-2,-3,0,-3,0,0,0,-2,0,2,-4,-2,2,-2,0,0,-1,-2,Svejedno
57,1,2,2,0,1,1,20,0.993,0,0,99.3,4,4,1,1,1,3,3,1,1,3,5,0,5,0,0,"Online website stranice,Facebook",0,1,1,0,4,4,4,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.013951,0.006975443,4,-4,4,1,1,1,2,4,3,1,3,-4,3,0,0,-1,1,-1,1,1,1,83,81,1,1,0,3,4,3,6,-3,-3,-3,-3,1,6,0,7,-2,0,2,-3,-3,-3,-3,0,-4,0,0,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno"
58,0,2,2,0,1,1,19,0.993,0,0,99.3,2,4,1,1,1,3,1,1,2,3,5,1,4,0,0,"TV,Facebook",2,1,1,2,3,4,3,3,3,3,2,1,299,6,79.8488665,94.32176656,0.315457413,1.892744479,94.32176656,302,6,9,79.8488665,95.2681388,1.892744479,2.839116719,95.2681388,NA,0.013951,0.006975443,1,0,3,2,1,1,3,4,1,4,3,-3,1,1,1,0,-1,0,0,1,1,85,80,2,1,2,1,3,3,6,-3,-3,0,1,5,4,3,7,-3,3,2,-2,0,-1,2,3,0,0,0,-4,0,4,4,0,4,-1,-4,0,3,0,0,4,4,0,Svejedno
59,0,2,2,0,0,1,19,0.993,0,0,99.3,2,4,2,1,1,3,3,1,2,4,5,4,4,0,0,"TV,Facebook",4,1,1,2,3,4,3,2,2,4,2,0,102,3,88.33333333,96.22641509,0,2.830188679,96.22641509,102.5,0.5,3,88.33333333,96.69811321,0.471698113,2.830188679,96.69811321,98,0.013951,0.006975443,1,0,4,3,1,1,3,3,1,2,3,-1,2,1,1,0,0,0,1,1,0,81,81,3,1,1,1,3,2,6,-3,-3,-3,0,5,4,3,7,0,2,2,-2,-3,-2,0,-3,2,2,3,-4,-1,4,0,-4,4,2,2,0,0,2,0,4,4,0,Svejedno
60,1,1,2,1,1,1,31,0.959,0.005,0,95.9,4,4,1,2,2,3,4,1,3,4,5,0,2,0,0,"Online website stranice,Facebook",4,2,2,2,4,4,4,4,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.080294,0.01365618,"1,2,6",-4,4,2,1,3,3,4,1,4,2,-3,2,1,0,0,1,0,0,0,1,81,100,2,2,2,3,2,3,5,-3,-3,-3,1,3,2,1,1,-2,2,2,3,-2,-1,-2,3,-2,-2,-2,-1,0,-2,-3,1,2,3,2,-2,1,-2,1,-2,-3,-1,Svejedno
61,1,2,4,1,1,2,38,0.959,0.005,0,95.9,4,4,2,1,1,3,4,1,2,3,4,0,4,0,0,Facebook,5,3,1,2,4,4,4,3,4,3,4,7,437,15,71.30044843,91.61425577,1.467505241,3.144654088,91.61425577,NA,NA,NA,NA,NA,NA,NA,NA,0,0.080294,0.01365618,"2,4",-4,5,1,1,1,1,4,1,1,3,-1,2,0,0,1,1,1,1,1,1,20,60,2,3,1,5,1,3,5,-3,-3,-3,-1,6,7,3,1,3,3,3,0,1,0,2,3,0,0,3,4,0,-3,0,-3,0,0,-4,0,4,-4,0,-4,-1,4,"Sarajevo,Zenica,Tuzla,Druga lokacija"
62,1,2,4,1,0,1,38,0.959,0.005,0,95.9,4,4,2,1,1,3,4,1,2,3,4,0,4,0,0,Facebook,5,3,1,2,4,4,4,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,439.3333333,16.83333333,20.83333333,71.30044843,92.10342418,3.529000699,4.367575122,92.10342418,0,0.080294,0.01365618,"1,2,4",-4,5,1,1,1,1,4,1,4,3,4,2,-1,-1,0,1,1,1,1,1,20,82,2,3,2,5,2,4,5,-3,-3,-2,0,6,1,3,1,0,3,3,0,0,-3,2,3,0,0,0,0,0,0,0,-4,0,0,0,0,0,-4,0,-4,-4,4,"Sarajevo,Doboj,Tuzla,Druga lokacija"
63,0,1,3,1,1,1,52,0.959,0.005,0,95.9,4,4,3,3,2,3,1,4,3,3,1,0,4,0,0,Facebook,5,4,1,0,4,4,2,4,2,3,4,80,6,30,75.32051282,2.553191489,34.04255319,12.76595745,34.04255319,7.333333333,151.5833333,74.58333333,74.83974359,3.140613847,64.91791577,31.94147038,64.91791577,479,0.080294,0.01365618,2,-3,4,1,2,3,3,4,3,4,3,-3,1,-1,0,-1,0,-1,1,1,-1,65,97,1,2,1,1,5,1,6,-3,-3,-3,-3,6,2,-2,6,-2,0,2,-2,-2,-1,1,3,0,1,0,-3,0,-2,0,-2,1,2,0,0,-1,-1,0,-1,0,-1,"Sarajevo,Zenica,Bijeljina,Prijedor"
64,0,1,2,0,1,2,19,0.959,0.005,0,95.9,3,4,2,2,2,2,2,0,2,4,5,0,5,0,0,"TV,Facebook",5,2,2,2,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,0.080294,0.01365618,"4,5",-3,4,1,1,3,3,4,2,4,3,-3,2,0,1,1,1,0,1,1,1,71,81,1,1,2,3,3,1,7,-3,-3,-3,-3,1,3,3,7,0,0,1,-1,-3,-1,0,2,0,0,2,-2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Tuzla,Svejedno"
65,1,2,4,1,-1,3,28,0.029,0.003,0.957,95.7,4,4,1,2,2,4,4,1,2,4,5,0,4,0,0,"Online website stranice,Facebook",4,1,1,0,4,3,4,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.083301,0.162162709,"1,4,5",4,4,1,1,2,1,4,1,4,4,2,3,0,1,0,0,0,0,1,1,95,100,1,2,0,2,2,4,5,-3,-3,-3,-1,1,4,3,7,1,3,3,-3,-2,-1,-2,3,-2,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Doboj, Banja Luka, Bijeljina, Prijedor"
66,1,1,5,1,1,1,30,0.002,0.987,0.001,98.7,4,4,1,1,1,4,4,2,2,4,5,0,5,0,0,Facebook,5,2,1,2,4,4,4,3,4,3,4,18,1,82,85.17350158,0.37037037,6.666666667,30.37037037,30.37037037,1.833333333,113.8333333,154.3333333,85.17350158,0.679012346,42.16049383,57.16049383,57.16049383,0,0.025826,0.032252103,"4,5",-4,5,1,3,3,3,4,1,4,3,-4,2,0,-1,0,0,0,0,0,0,78,87,3,3,3,5,3,3,5,-3,-3,-3,-2,6,1,-2,1,-3,3,2,0,0,0,2,2,-3,0,1,0,0,-1,0,2,0,-4,-3,0,1,1,1,0,0,1,"Sarajevo,Tomislavgrad,Livno"
67,1,2,4,1,0,1,37,0.214,0.026,0.737,73.7,4,4,3,3,2,3,3,2,2,4,1,0,2,0,0,"TV,Online website stranice,Facebook",4,4,3,2,4,2,2,2,2,4,4,14,212,27,72.39819005,66.25,4.375,8.4375,66.25,214.3333333,52.08333333,53.08333333,72.28506787,67.08398539,16.30151278,16.61450183,67.08398539,0,0.410359,0.649740254,2,-4,4,1,1,2,1,4,1,4,3,-3,3,0,0,0,1,0,0,1,0,95,95,1,2,1,2,2,1,7,-3,-3,-3,3,1,7,-3,7,0,3,3,-3,-3,-3,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Svejedno
68,1,2,2,1,1,1,36,0.214,0.026,0.737,73.7,4,3,1,1,2,4,1,2,4,3,1,0,5,1,0,"Online website stranice,Facebook",3,2,1,1,4,2,1,3,1,2,3,0,102,3,88.33333333,96.22641509,0,2.830188679,96.22641509,102.5,0.5,3,88.33333333,96.69811321,0.471698113,2.830188679,96.69811321,0,0.410359,0.649740254,"1,2,4,5,6",1,3,1,1,3,1,4,1,3,0,1,1,0,0,0,0,0,1,1,0,75,75,1,1,0,2,1,1,6,-3,-3,-3,1,0,4,-3,7,1,3,3,-3,-3,-3,-3,3,1,1,3,-1,-2,0,1,-2,2,3,0,-3,2,3,-3,-3,-2,1,
69,0,2,2,0,1,1,29,0.959,0.002,0.001,95.9,2,4,3,3,3,4,2,2,3,4,0,0,5,0,0,"TV,Online website stranice,Facebook",5,1,2,1,4,2,3,2,3,2,2,30,658,60,61.4069691,70.4496788,3.211991435,6.423982869,70.4496788,668.3333333,132.3333333,132.3333333,61.34122288,71.63272597,14.18363701,14.18363701,71.63272597,883,0.080314,0.059484743,"2,4,6",-4,3,3,2,3,4,4,3,4,2,2,2,0,-1,1,0,1,-1,0,1,75,68,1,1,1,3,3,3,6,-3,-3,-3,-3,1,3,-1,6,-3,3,3,-3,-3,-3,-1,3,0,-1,-1,-2,0,0,2,3,1,0,0,0,1,-2,-1,1,2,-2,"Doboj,Tuzla,Druga lokacija"
70,0,2,3,1,1,1,23,0.959,0.002,0.001,95.9,4,4,2,3,1,4,2,1,1,4,5,4,5,0,0,Ne pratim vesti,0,0,1,0,4,3,4,3,2,2,4,3,668,23,82.34624146,92.39280775,0.414937759,3.181189488,92.39280775,670.5,19.5,33,82.34624146,92.73858921,2.697095436,4.564315353,92.73858921,1190,0.080314,0.059484743,1,-4,5,1,2,2,3,5,1,4,4,-4,2,-1,1,0,1,-1,0,0,1,73,100,1,2,1,3,3,2,7,3,-3,-3,0,1,7,3,7,0,3,3,-3,-3,-3,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Doboj,Tuzla"
71,0,2,3,1,1,1,23,0.959,0.002,0.001,95.9,4,4,2,3,1,4,2,1,1,4,5,4,5,0,0,Ne pratim vesti,0,0,1,0,4,3,4,3,2,2,4,189,9,42,70.89262613,1.642335766,34.48905109,7.664233577,34.48905109,10.5,361,176.5,70.89262613,1.916058394,65.87591241,32.2080292,65.87591241,105,0.080314,0.059484743,1,-4,4,1,1,2,2,4,1,1,4,0,1,0,-1,-1,1,0,1,1,1,85,100,2,4,2,5,4,2,7,-2,-1,-3,0,5,7,3,5,1,3,3,1,1,1,2,-3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Svejedno
72,1,1,2,1,1,1,24,0.959,0.002,0.001,95.9,4,4,2,2,2,3,3,1,2,4,5,0,3,0,0,"TV,Online website stranice,Facebook",2,1,1,1,4,4,2,2,2,3,1,5,707,31,80.54989817,89.38053097,0.632111252,3.91908976,89.38053097,709.8333333,30.33333333,50.33333333,80.49898167,89.79548809,3.837233818,6.367278094,89.79548809,0,0.080314,0.059484743,"1,3,4",-2,4,2,1,3,2,5,1,5,4,-2,1,1,0,-1,1,1,1,1,1,70,80,1,2,1,1,2,1,7,-3,-3,-3,-3,0,1,-3,4,-3,3,3,-3,-3,0,0,3,0,4,4,0,-4,0,0,4,-4,0,-4,-4,4,4,4,4,-4,4,"Zenica,Doboj,Tuzla,Prijedor"
73,0,2,5,0,0,1,29,0.959,0.002,0.001,95.9,4,4,2,3,2,4,1,3,2,4,4,0,5,1,0,"Online website stranice,Facebook",4,1,1,0,4,3,4,1,4,2,3,1,109,9,68.64864865,85.82677165,0.787401575,7.086614173,85.82677165,109,5.5,12,68.37837838,86.16600791,4.347826087,9.486166008,86.16600791,418,0.080314,0.059484743,"2,4",-2,3,2,4,4,1,2,1,2,2,0,2,0,0,0,1,0,0,0,0,12,73,1,3,1,5,2,2,1,-3,-3,-3,-1,1,4,-3,4,-1,3,3,-3,-3,3,-3,3,-4,4,4,4,4,-4,-4,4,-4,0,4,0,4,4,4,-4,4,4,Svejedno
74,0,1,2,0,1,1,23,0.214,0.026,0.737,73.7,4,4,1,2,2,3,3,1,2,4,5,0,5,0,1,"TV,Online website stranice,Facebook",4,1,1,2,4,4,4,3,3,2,3,5,238,14,83.01886792,77.27272727,1.623376623,4.545454545,77.27272727,240.1666667,31.16666667,35.66666667,82.74932615,78.23018458,10.15200869,11.61780673,78.23018458,623,0.410359,0.649740254,"1,2,6",0,3,4,4,4,3,2,4,2,3,4,3,1,-1,1,1,0,0,1,1,100,100,1,1,1,2,4,1,7,-3,-3,-3,-3,1,4,3,4,-3,3,3,-3,-3,-3,-1,3,0,0,0,0,0,0,0,0,0,-2,-2,-3,-2,-2,-2,-2,-2,-2,Tuzla
75,0,2,5,0,1,1,31,0.956,0.004,0.008,95.6,4,4,1,1,2,3,3,1,3,3,5,0,2,0,0,"Online website stranice,Facebook",4,2,2,2,4,3,4,2,2,1,3,6,366,28,79.32330827,86.72985782,1.421800948,6.63507109,86.72985782,367.5,19.5,34,79.13533835,87.29216152,4.631828979,8.076009501,87.29216152,341,0.085984,0.103729835,1,1,3,2,3,4,1,3,2,3,4,-2,3,0,0,0,1,0,0,0,1,64,90,2,2,1,2,3,2,6,-3,3,-3,1,4,2,-2,7,-2,1,1,-3,-3,-2,-2,3,-3,-3,-3,-3,3,3,-3,3,-4,4,4,-4,-4,-4,0,0,0,0,Druga lokacija
76,1,2,4,1,1,1,40,0.069,0.003,0.915,91.35,4,4,1,1,1,2,2,2,1,1,3,0,2,0,0,Online website stranice,5,1,1,3,4,4,2,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.158005,0.283189755,"4,6",4,4,1,1,1,1,4,1,5,0,4,3,-1,0,0,1,0,0,1,1,50,100,1,3,0,1,5,1,7,-3,-3,-3,-3,0,4,-3,1,-3,3,3,-3,-3,-3,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Foca
77,0,1,2,0,1,1,20,0.614,0.297,0.004,61.4,4,4,0,1,2,3,2,2,2,4,5,5,5,0,0,"TV,Facebook",3,1,1,1,4,3,4,3,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454,0.534779,0.682135572,"1,4,5",-4,4,1,3,1,3,4,2,4,4,-3,2,0,1,0,1,1,1,1,1,82,90,1,1,1,3,3,4,6,-3,-3,-3,-3,0,5,0,7,-2,3,3,-3,-3,0,-1,3,-3,-2,-1,-3,2,3,4,3,3,-2,-2,1,-3,-2,-3,1,3,-4,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija,Svejedno"
78,1,1,3,1,1,1,27,0.614,0.297,0.004,61.6,4,3,2,1,1,2,2,1,2,3,5,0,4,1,0,Online website stranice,4,4,1,0,4,4,2,2,2,1,2,5,410,12,81.75182482,91.51785714,1.116071429,2.678571429,91.51785714,410.3333333,14.83333333,21.83333333,81.56934307,91.79716629,3.31841909,4.884414616,91.79716629,0,0.534779,0.682135572,4,-2,3,2,2,2,1,4,2,4,4,-2,2,0,0,0,1,0,0,0,1,65,70,1,2,1,1,2,2,6,3,-3,-3,1,4,4,-3,5,-1,3,3,-2,-3,-3,-2,2,0,4,2,1,0,1,2,-1,0,-1,0,-1,-1,0,0,-1,0,1,Svejedno
