code,attrition,treatment,gender,educ,employ1,ethn,entity,age,bosniak,croat,serb,time_usage,freq_usage,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,othersm_1,othersm_2,othersm_3,othersm_4,othersm_5,freq_news,politics_int,numb_forums,trust_media.1,imp_family,imp_career,imp_relg,imp_neigh,imp_ethn,imp_hobby,imp_cntry,matched_percentage.3,percentage_bosniak.3,percentage_serbian.3,percentage_croatian.3,largest_majority_online,fractionalization_offline_index,shannon_offline,activ,satisf,depression,loneliness,nerv,boredom,joy,isol,fulf,no_friends,freq_fbnews,fbnews_st1,fbnews_st2,fbnews_st3,fbnews_st4,fbnews_st5,fbnews_st6,fbnews_st7,fbnews_st8,outfeel_therm,infeel_therm,trust_pol,trust_inst,trust_media,trust_police,trust_ngo,trust_relg,sd,agr_st1,agr_st2,agr_st3,agr_st4,trust_gov,agr_st5,agr_st6,agr_st7,agr_st8,agr_st9,agr_st10,agr_st11,agr_st12,agr_st13,agr_st14,agr_st15,oth_honest,oth_patriot,oth_broadv,oth_gener,oth_hyp,oth_self,oth_unreliab,oth_intel,oth_evil,in_honest,in_patriot,in_evil,in_broadv,in_gener,in_hyp,in_self,in_unreliab,in_intel,donation,online_data
156,0,0,2,4,1,-1,3,34,0.66763052,0.20304772,0.0416,4,4,1,1,1,4,4,1,3,3,5,0,1,0,0,2,0,1,0,4,4,2,3,0,3,1,NA,NA,NA,NA,NA,0.511310552,0.725731858,"1,3",4,2,1,3,2,4,3,4,0,2,0,0,0,1,0,0,0,1,20,20,1,1,0,1,3,1,7,-3,-3,-3,-3,0,7,3,7,0,-1,3,-3,-3,-3,0,-1,0,0,0,0,0,0,0,0,0,4,4,-3,4,4,-4,-4,-4,4,Svejedno,0
157,0,1,1,4,0,-2,1,23,0.66763052,0.20304772,0.0416,4,4,1,2,1,3,4,1,1,4,1,0,5,0,0,5,2,2,1,4,2,4,1,4,4,4,NA,NA,NA,NA,NA,0.511310552,0.725731858,"3,6",5,1,1,3,4,4,1,4,2,2,0,0,0,0,0,0,0,1,50,100,1,2,0,2,2,2,6,-3,-2,-3,-1,4,7,-1,7,3,3,3,1,1,-2,3,-3,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Zenica,Tuzla",0
158,0,0,1,3,0,1,1,26,0.66763052,0.20304772,0.0416,4,4,2,2,2,3,4,3,2,4,5,3,5,0,0,3,2,3,3,4,3,2,2,2,2,3,79.47761194,78.9514867,8.059467919,12.98904538,78.9514867,0.511310552,0.725731858,"1,5",3,4,4,4,3,3,3,3,4,2,1,0,1,1,-1,1,1,1,70,100,1,3,3,4,3,4,6,-3,-3,-1,1,6,3,2,6,3,1,2,-1,1,-1,1,2,-2,1,-1,-1,-1,0,1,-2,-3,-1,-1,-2,0,-2,0,-2,-2,-1,"Zenica,Tuzla",1
159,0,1,1,2,1,1,1,38,0.66763052,0.20304772,0.0416,4,4,0,0,1,1,3,1,1,3,1,0,3,0,0,5,4,3,2,4,2,3,3,3,4,4,NA,NA,NA,NA,NA,0.511310552,0.725731858,"2,3,4,6",4,3,1,3,3,4,2,5,2,3,1,1,0,1,0,0,0,1,95,96,2,1,2,1,2,3,7,-3,-3,-3,2,5,7,-3,7,1,3,3,-3,-2,1,1,3,-3,-2,1,-3,0,-3,-3,-2,-3,-3,-4,-3,-4,-4,0,-2,4,-3,"Zenica,Doboj,Bijeljina,Prijedor,Tomislavgrad,Livno",0
160,0,1,1,2,1,1,1,29,0.66763052,0.20304772,0.0416,4,4,1,2,1,2,3,3,2,3,5,0,5,1,0,4,3,1,0,4,3,4,3,3,2,3,NA,NA,NA,NA,NA,0.511310552,0.725731858,"1,2,4,6",5,2,1,1,2,4,3,5,2,2,1,1,1,1,0,1,1,1,0,20,1,1,0,2,1,1,1,-3,-3,-3,-3,0,1,-3,1,-3,3,3,-3,-3,-3,-3,3,4,4,4,4,4,-4,-4,4,-4,4,4,-4,4,4,4,-4,-4,4,Sarajevo,0
161,0,0,1,2,0,1,1,23,0.66763052,0.20304772,0.0416,4,4,1,1,1,1,2,2,2,4,4,0,5,0,1,5,3,1,2,4,4,0,1,0,2,1,73.05909618,3.885804917,57.17684377,38.93735131,57.17684377,0.511310552,0.725731858,4,4,2,1,3,2,4,1,5,4,1,1,0,1,1,0,1,0,1,100,100,1,2,2,2,4,1,6,-3,-3,-3,-3,1,7,2,7,1,3,2,-3,-2,-3,-3,-1,0,2,0,0,0,0,0,0,0,2,-4,-3,1,2,-2,0,-4,4,Svejedno,1
162,0,0,1,4,1,1,1,33,0.66763052,0.20304772,0.0416,4,4,2,2,3,4,3,2,1,4,4,0,5,0,0,5,4,1,1,4,4,2,2,2,3,4,NA,NA,NA,NA,NA,0.511310552,0.725731858,"1,2",5,1,1,2,1,4,1,4,4,2,1,0,1,1,1,1,1,1,30,50,1,1,1,2,1,1,1,-3,-3,-3,-3,5,5,3,5,-2,3,3,3,0,1,3,3,4,4,4,2,-4,0,-4,3,-4,4,-3,-3,4,2,-4,-3,-3,3,"Sarajevo,Zenica,Tuzla",0
163,0,1,1,2,0,0,1,19,0.66763052,0.20304772,0.0416,4,4,1,1,1,1,4,1,1,4,5,0,5,0,1,4,3,2,1,4,4,3,3,3,3,4,NA,NA,NA,NA,NA,0.511310552,0.725731858,"4,6",4,1,1,2,3,4,1,4,3,2,1,-1,1,1,1,1,1,1,60,80,2,2,2,3,3,1,7,-2,-2,-2,-2,4,7,-3,7,-3,3,3,0,-2,-2,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija,Svejedno",0
164,0,1,2,2,1,1,1,44,0.66763052,0.20304772,0.0416,4,4,3,3,3,3,1,2,2,4,0,0,5,0,0,5,3,1,1,4,4,4,3,3,3,4,NA,NA,NA,NA,NA,0.511310552,0.725731858,"2,4,6",4,1,1,3,5,3,1,3,4,3,1,1,1,1,0,0,1,1,86,88,2,2,1,2,5,2,7,-2,-2,-3,2,5,7,3,7,3,3,3,-2,1,-1,-2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zenica,Prijedor,Livno",0
165,0,1,2,3,1,1,1,40,0.66763052,0.20304772,0.0416,4,4,3,2,3,3,0,4,1,3,5,0,3,1,0,5,2,1,2,4,4,4,3,3,3,4,NA,NA,NA,NA,NA,0.511310552,0.725731858,3,4,2,2,2,1,4,2,4,3,1,-1,0,1,1,0,1,1,1,80,81,2,2,1,4,2,2,6,-1,1,-2,1,5,7,3,7,3,-3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Svejedno,0
166,0,0,2,3,0,2,2,22,0.66763052,0.20304772,0.0416,4,4,2,0,0,2,4,2,1,2,4,0,5,0,0,0,1,2,0,4,2,4,1,4,1,1,81.7232376,96.485623,1.437699681,2.076677316,96.485623,0.511310552,0.725731858,"4,5,6",3,2,2,3,1,3,3,3,0,2,-1,0,1,1,1,-1,1,1,7,82,1,1,1,3,4,2,2,-3,-3,-3,-1,5,1,3,4,0,3,3,-3,-3,-3,-1,1,4,-4,0,0,-4,-4,-4,-4,-4,-4,1,1,4,-4,4,4,-4,4,"Sarajevo,Zenica,Tuzla,Druga lokacija",1
167,0,0,2,4,0,2,2,22,0.66763052,0.20304772,0.0416,4,4,1,2,0,3,4,3,1,4,5,0,5,0,0,2,2,1,2,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,0.511310552,0.725731858,"4,6",4,3,1,3,2,4,1,4,2,2,1,-1,0,-1,0,0,1,1,70,80,1,1,1,2,2,2,6,-3,-3,-3,-3,0,7,3,7,-3,3,3,-3,-3,-3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuzla,0
168,0,0,2,4,0,1,1,22,0.66763052,0.20304772,0.0416,4,4,1,2,0,3,4,3,1,4,5,0,5,0,0,2,2,1,2,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,0.511310552,0.725731858,1,4,3,2,4,3,4,2,4,3,2,0,1,1,1,-1,1,-1,1,80,96,1,2,1,2,3,3,6,-3,-3,-1,-1,1,6,2,7,2,3,3,-3,-2,-3,0,2,0,-2,0,-1,0,0,0,0,0,-1,-3,0,0,-1,0,0,0,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija",0
169,0,0,2,2,0,0,1,24,0.66763052,0.20304772,0.0416,4,4,2,3,2,3,3,2,2,3,5,2,5,1,0,4,1,1,2,4,4,4,2,3,2,2,83.38926174,89.53722334,3.822937626,6.639839034,89.53722334,0.511310552,0.725731858,"1,3,4",4,2,2,3,3,4,2,4,3,2,0,0,0,1,0,0,1,1,50,70,2,2,2,2,3,2,6,-3,-3,-3,0,5,4,0,4,0,1,3,-3,-2,0,-2,0,0,-2,-2,0,0,0,0,-2,0,0,-2,1,-1,0,0,0,-1,-1,"Sarajevo,Zenica",1
170,0,0,2,2,1,1,1,28,0.66763052,0.20304772,0.0416,4,4,2,3,2,4,1,2,4,3,4,0,4,0,0,0,0,1,0,4,3,4,2,3,2,2,NA,NA,NA,NA,NA,0.511310552,0.725731858,5,3,1,1,2,1,4,1,3,3,1,0,1,0,1,0,0,0,1,10,51,1,1,0,3,3,3,1,-3,-3,-3,-3,1,1,-1,4,-3,3,-2,-3,-3,-3,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sarajevo,0
171,0,0,2,2,0,1,1,26,0.66763052,0.20304772,0.0416,4,4,0,1,2,4,2,4,2,4,5,0,3,1,0,5,1,1,1,4,3,1,1,1,3,3,77.52043597,83.27475103,7.879320445,8.84592853,83.27475103,0.511310552,0.725731858,"1,5",4,3,4,4,1,4,4,4,4,3,0,1,-1,-1,1,-1,1,1,34,80,1,1,0,2,1,1,6,-3,-3,-3,-3,0,4,3,4,0,3,3,-3,-3,-3,-3,3,4,4,4,4,4,-4,-4,4,-4,4,4,-4,4,4,4,-4,-4,4,"Tuzla,Bijeljina,Prijedor,Tomislavgrad,Livno",1
172,0,1,2,4,0,1,1,23,0.66763052,0.20304772,0.0416,4,4,0,2,0,3,4,2,2,1,5,0,5,0,0,5,1,2,1,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,0.511310552,0.725731858,1,5,1,1,2,3,5,1,5,3,3,0,0,1,-1,0,1,0,1,70,100,1,1,1,2,3,3,6,-3,-3,0,1,1,5,3,7,2,3,2,-3,-2,-2,0,3,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno",0
173,0,1,2,4,0,0,1,21,0.66763052,0.20304772,0.0416,4,4,0,4,1,4,4,4,3,4,5,2,5,0,0,0,1,2,2,4,4,4,3,3,1,2,NA,NA,NA,NA,NA,0.511310552,0.725731858,"1,2",3,4,4,4,3,3,4,3,4,3,-1,1,1,0,-1,1,1,-1,100,100,1,2,2,3,3,4,6,-3,-3,-3,-3,2,7,0,7,2,3,3,3,-1,-3,0,3,0,2,0,-4,0,0,0,-4,0,0,-4,0,0,-3,4,4,4,-4,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno",0
174,0,0,2,5,1,3,2,40,0.66763052,0.20304772,0.0416,4,4,2,3,2,3,4,2,3,2,0,0,2,0,0,3,2,2,0,4,3,3,3,3,2,3,NA,NA,NA,NA,NA,0.511310552,0.725731858,6,4,1,1,3,1,4,1,5,3,2,1,1,0,1,1,0,1,1,92,94,1,2,1,3,3,3,6,-3,-3,-3,-3,1,7,1,7,3,3,3,-3,-3,-3,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Zenica,Druga lokacija",0
175,0,0,2,2,0,2,2,20,0.66763052,0.20304772,0.0416,4,4,1,3,0,4,4,2,1,4,5,5,5,0,0,5,1,1,1,4,3,1,2,3,2,2,NA,NA,NA,NA,NA,0.511310552,0.725731858,"1,5",3,4,2,5,4,3,3,2,3,2,0,-1,1,1,0,-1,1,0,75,90,2,3,0,1,3,1,6,-2,-3,-3,2,6,6,3,7,2,2,2,-2,-1,-3,-1,-3,0,0,0,0,0,0,0,0,0,-1,1,-1,-3,3,-4,-4,-2,2,"Bijeljina,Tomislavgrad,Livno",0
176,0,1,2,5,1,-1,1,26,0.66763052,0.20304772,0.0416,4,4,0,1,1,3,4,1,1,4,0,0,1,0,0,2,1,1,1,4,3,4,3,3,4,4,NA,NA,NA,NA,NA,0.511310552,0.725731858,6,5,1,1,1,1,5,1,5,3,2,1,1,1,1,1,0,1,1,97,100,1,1,1,2,1,3,6,-3,-3,-3,0,4,5,2,7,0,3,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Svejedno,1
177,0,1,2,4,0,1,1,27,0.66763052,0.20304772,0.0416,4,4,1,1,1,1,3,1,0,4,4,0,3,0,0,0,0,1,1,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,0.511310552,0.725731858,"1,2",2,3,4,4,4,2,4,2,2,2,0,1,1,1,0,1,1,1,7,90,1,2,1,2,2,3,5,-3,-3,-3,1,0,4,-1,5,1,0,1,-3,-3,-3,-3,3,0,0,-2,-2,0,1,-1,0,0,-2,-2,2,3,-2,-1,-2,-3,-2,Druga lokacija,0
178,0,1,2,5,0,1,1,26,0.66763052,0.20304772,0.0416,4,4,0,1,2,4,3,2,1,4,5,0,5,0,0,3,0,1,2,4,4,1,2,1,2,4,82.97213622,81.65422886,7.213930348,11.1318408,81.65422886,0.511310552,0.725731858,"1,4",5,1,1,2,3,4,2,4,2,3,0,0,0,1,0,0,0,1,70,50,1,3,1,3,1,1,7,-3,-3,-3,-1,5,7,3,7,-1,3,3,-3,-3,0,0,3,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,Svejedno,1
179,0,1,2,3,0,-2,1,38,0.66763052,0.20304772,0.0416,4,3,2,2,2,3,4,1,1,1,0,0,2,0,0,5,1,1,1,3,2,4,3,3,3,3,81.15942029,94.94047619,2.976190476,2.083333333,94.94047619,0.511310552,0.725731858,4,5,1,2,1,1,4,1,5,2,1,1,0,0,1,0,0,1,1,100,100,1,2,2,4,4,1,6,-3,-3,-3,-3,0,4,-3,4,-3,3,3,-3,-1,-2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zenica,Doboj,Livno",1
180,0,1,1,2,1,2,2,20,0.66763052,0.20304772,0.0416,4,4,1,1,1,3,3,0,0,4,5,3,4,0,0,5,4,3,1,4,3,4,3,4,2,4,NA,NA,NA,NA,NA,0.511310552,0.725731858,5,1,1,1,5,2,3,2,2,4,1,0,0,0,1,0,1,1,-1,86,100,5,5,4,5,5,5,1,-3,-3,-2,-3,5,1,-3,1,-3,3,3,3,3,2,3,3,-2,-1,-4,-4,-4,-4,-4,1,2,-4,-4,-4,1,2,1,-1,3,4,Zenica,0
181,0,0,2,5,1,-1,2,31,0.66763052,0.20304772,0.0416,4,4,3,2,3,4,2,1,1,4,3,0,4,0,0,5,3,1,1,4,4,0,2,0,4,2,NA,NA,NA,NA,NA,0.511310552,0.725731858,"1,3",3,2,4,2,4,3,2,3,3,1,0,0,0,1,0,0,1,1,50,60,1,2,1,2,3,1,7,-2,-3,-3,-1,3,6,1,2,-2,1,1,-2,-1,-2,0,2,0,-1,2,-1,0,0,0,-1,-1,1,-1,-1,1,0,0,-1,0,0,"Banja Luka,Bijeljina,Prijedor",0
182,0,0,1,3,0,2,2,21,0.66763052,0.20304772,0.0416,4,4,2,3,2,4,1,3,2,4,5,0,5,0,0,5,1,1,2,4,4,4,2,3,2,4,78.69015957,89.74792283,5.083791015,5.168286157,89.74792283,0.511310552,0.725731858,"4,5",4,3,3,2,4,4,2,4,4,3,-1,1,0,1,0,0,1,1,50,100,2,3,2,4,5,5,6,-3,-3,-3,-3,5,4,0,7,-3,-3,-3,-3,0,0,3,3,0,-4,0,-4,0,-2,0,-2,0,4,-4,-4,4,0,0,0,-4,4,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija",1
183,0,1,2,5,1,2,2,26,0.66763052,0.20304772,0.0416,4,4,1,1,1,1,3,2,1,2,5,1,4,0,0,4,2,2,1,4,3,2,3,3,3,3,NA,NA,NA,NA,NA,0.511310552,0.725731858,"4,5",5,2,2,3,2,4,2,4,3,1,1,1,0,1,0,0,0,1,56,70,3,2,1,2,2,2,7,-3,-3,-3,-3,1,5,-1,2,-2,3,3,-1,-2,-1,-2,3,0,-2,1,-1,-3,-2,2,-4,0,2,0,-2,1,3,3,-3,-3,3,"Sarajevo,Zenica,Svejedno",0
184,0,0,2,3,1,1,1,43,0.66763052,0.20304772,0.0416,3,4,2,2,2,3,3,1,2,2,3,0,0,0,0,1,1,1,1,4,2,2,2,1,2,1,NA,NA,NA,NA,NA,0.511310552,0.725731858,"4,6",4,2,1,3,2,4,2,4,4,2,1,0,0,1,0,1,1,1,60,70,2,2,1,2,2,2,7,-3,-3,-3,2,1,6,3,7,2,3,2,-3,-2,-3,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sarajevo,0
185,0,0,1,4,1,1,1,34,0.66763052,0.20304772,0.0416,4,4,2,2,2,2,3,2,2,2,1,0,2,0,0,5,2,1,1,4,3,2,2,1,2,3,83.24538259,90.96671949,3.011093502,6.022187005,90.96671949,0.511310552,0.725731858,"3,4",4,1,1,2,3,4,1,5,3,2,0,1,1,1,-1,1,1,1,86,97,2,1,2,1,1,2,7,-3,-3,-3,-3,4,2,0,7,-3,3,3,-2,-3,-3,3,3,-4,-2,-1,-4,-2,4,4,-4,4,-3,-4,4,4,-4,-1,4,4,-3,"Sarajevo,Zenica,Tuzla",1
186,0,0,2,2,1,1,1,37,0.66763052,0.20304772,0.0416,4,4,2,2,2,3,3,2,2,3,4,0,4,0,0,5,1,1,1,4,3,2,2,0,2,3,NA,NA,NA,NA,NA,0.511310552,0.725731858,4,4,2,3,2,3,4,1,4,4,1,0,0,0,0,0,0,0,0,50,20,1,1,0,1,2,2,5,-3,-3,-3,-1,2,1,0,4,0,2,2,-3,-3,-3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Banja Luka,0
187,0,0,2,5,1,1,1,43,0.66763052,0.20304772,0.0416,4,4,0,1,2,4,4,0,1,2,5,0,1,0,0,1,0,1,1,4,4,1,2,0,3,2,34.85130112,95.24444444,2.044444444,2.711111111,95.24444444,0.511310552,0.725731858,1,5,1,1,1,1,4,1,1,2,2,-1,-1,1,1,0,0,1,1,0,100,2,3,2,5,3,4,6,-3,-2,-2,-2,5,7,3,1,2,3,3,0,-1,-3,0,3,0,-2,0,1,0,-4,0,-3,0,0,-4,0,4,-4,0,-4,0,-2,"Sarajevo,Zenica,Tuzla",1
188,0,1,2,4,1,3,1,27,0.66763052,0.20304772,0.0416,2,2,1,1,2,3,4,1,3,2,5,2,2,0,0,4,2,1,1,4,3,1,1,3,4,1,NA,NA,NA,NA,NA,0.511310552,0.725731858,"4,5",4,2,2,2,1,4,1,3,1,1,1,1,1,1,1,1,1,1,80,50,1,2,1,2,3,1,7,-3,-3,-3,1,3,7,-3,7,1,3,3,-2,-2,-3,-3,3,-2,-4,-3,-3,2,2,2,-4,1,1,-4,1,1,1,-2,1,-2,1,Svejedno,0
189,0,1,1,2,0,2,2,24,0.66763052,0.20304772,0.0416,4,1,0,0,0,1,2,0,0,2,5,4,5,0,0,5,1,1,1,4,4,4,2,3,4,4,NA,NA,NA,NA,NA,0.511310552,0.725731858,"1,6",4,1,1,1,3,4,2,3,0,1,1,1,0,1,0,0,0,1,85,100,2,2,1,5,3,2,4,3,-2,-3,-2,3,4,-1,3,-2,3,2,0,0,0,1,2,0,-3,-1,-2,0,-3,1,-2,-1,-2,-3,0,-2,-2,0,0,2,-2,"Sarajevo,Svejedno",0
190,0,0,1,4,0,1,1,49,0.66763052,0.20304772,0.0416,4,4,2,2,2,4,2,3,4,4,4,4,4,0,0,5,3,2,2,4,4,2,4,2,3,4,NA,NA,NA,NA,NA,0.511310552,0.725731858,5,4,2,2,3,2,4,1,3,3,2,0,1,0,1,1,0,0,1,50,75,1,2,0,3,5,2,1,-3,0,-1,3,0,4,3,4,3,3,3,-3,-3,0,-3,0,4,4,0,0,0,0,-4,0,0,0,4,4,0,4,0,0,-4,0,"Sarajevo,Zenica,Tuzla,Druga lokacija",0
191,0,1,2,5,1,0,1,33,0.66763052,0.20304772,0.0416,4,4,3,3,3,4,1,4,4,4,5,0,5,0,0,5,2,1,2,4,4,3,3,3,3,2,82.97213622,81.65422886,7.213930348,11.1318408,81.65422886,0.511310552,0.725731858,"3,6",2,4,4,5,4,2,5,1,3,3,0,0,0,1,0,0,0,1,60,80,1,1,2,1,1,1,5,-3,-3,-3,-3,1,4,3,7,0,3,3,-3,-3,1,-3,-3,0,0,0,0,0,0,0,0,0,4,4,-4,4,4,-4,-4,4,4,Sarajevo,1
192,0,1,1,2,0,1,1,23,0.66763052,0.20304772,0.0416,4,4,0,1,1,4,4,1,2,2,5,0,5,0,0,5,1,1,2,4,4,3,2,0,2,1,71.42857143,83.33333333,5.476190476,11.19047619,83.33333333,0.511310552,0.725731858,"1,2,3,4",3,3,4,1,1,3,3,3,1,3,-1,-1,0,0,0,1,1,0,20,30,1,2,2,1,4,1,6,-3,-3,-3,-1,1,5,3,1,-1,3,1,-3,-2,-1,-3,3,0,4,0,-2,0,4,4,-4,0,-2,0,0,-2,-2,0,-1,0,-2,Druga lokacija,1
193,0,1,2,2,0,1,1,20,0.66763052,0.20304772,0.0416,4,4,1,3,1,3,4,1,0,4,5,5,5,0,0,0,1,1,1,4,4,4,3,4,3,4,81.38506876,91.04807886,4.083685375,4.868235767,91.04807886,0.511310552,0.725731858,"1,4",4,1,3,2,4,4,1,5,0,3,1,0,1,1,0,1,-1,1,96,100,2,2,0,3,4,2,6,-3,-3,-3,-3,1,4,3,7,-3,3,3,-1,-3,-3,0,3,0,-2,1,-1,0,0,1,-4,0,4,-4,-4,0,-1,0,-4,-4,-4,"Sarajevo,Zenica,Tuzla",1
194,0,1,2,2,0,1,1,25,0.66763052,0.20304772,0.0416,4,4,2,2,3,3,4,4,4,4,5,0,5,0,0,1,2,2,1,4,3,2,1,3,3,4,NA,NA,NA,NA,NA,0.511310552,0.725731858,1,4,2,2,2,2,4,4,4,4,2,0,1,1,-1,1,-1,1,0,92,100,2,2,1,2,2,2,6,-2,-3,-3,-2,2,2,0,6,0,3,3,0,0,0,-2,2,-3,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Svejedno,0
195,0,0,2,3,0,1,1,34,0.66763052,0.20304772,0.0416,4,4,1,1,2,3,3,2,2,3,5,1,4,0,0,0,0,1,0,4,2,3,3,3,3,3,NA,NA,NA,NA,NA,0.511310552,0.725731858,2,3,3,3,4,4,2,3,2,3,2,-1,0,0,1,0,0,0,1,60,89,1,1,4,2,2,1,1,3,-3,-3,-3,1,1,-3,4,-3,3,3,-3,-3,-3,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuzla,0
196,0,1,1,5,1,1,1,28,0.66763052,0.20304772,0.0416,4,4,3,3,3,3,3,3,4,3,5,0,2,0,0,5,4,3,2,3,3,3,2,2,2,3,NA,NA,NA,NA,NA,0.511310552,0.725731858,"1,6",2,4,3,3,4,3,4,2,4,3,1,-1,0,1,1,1,1,1,80,81,3,3,2,2,3,3,6,-2,-2,-2,3,2,6,3,3,3,1,1,-3,-2,-1,-2,-3,2,2,2,2,-2,-3,-3,0,-1,4,-4,1,2,1,2,0,-1,1,Sarajevo,0
197,0,1,1,4,1,0,2,26,0.66763052,0.20304772,0.0416,4,4,1,1,2,3,4,1,1,4,0,0,5,0,0,5,2,1,1,4,3,4,3,3,3,3,NA,NA,NA,NA,NA,0.511310552,0.725731858,6,3,1,1,2,3,3,3,3,2,1,1,-1,1,1,1,1,1,1,20,90,2,2,1,2,2,3,3,-2,-2,-2,2,1,7,-1,3,1,2,2,-2,-1,-1,-3,2,3,0,3,1,-2,-2,2,-2,1,1,1,-1,1,1,1,1,-1,0,"Zenica,Tuzla,Druga lokacija",0
198,0,1,2,2,0,2,2,21,0.66763052,0.20304772,0.0416,4,1,0,1,1,3,4,2,2,4,5,1,5,0,0,3,0,2,2,3,2,4,2,2,3,3,NA,NA,NA,NA,NA,0.511310552,0.725731858,5,5,3,3,2,3,4,2,4,3,1,-1,1,0,1,-1,0,0,1,90,92,2,3,2,4,3,4,7,-1,-1,0,1,6,4,2,7,1,-1,-1,2,1,0,3,-2,0,0,0,0,0,0,0,0,0,-2,1,4,1,-4,0,4,-1,-1,"Sarajevo,Doboj,Tuzla,Bijeljina,Prijedor,Svejedno",0
199,0,0,1,4,0,2,2,20,0.66763052,0.20304772,0.0416,4,4,1,3,1,2,3,1,1,4,5,1,5,0,0,1,0,1,1,4,4,2,1,2,2,2,76.66666667,85.0016852,5.729693293,9.268621503,85.0016852,0.511310552,0.725731858,1,4,1,2,3,3,4,1,4,3,1,0,1,0,1,0,0,0,1,60,60,1,1,1,3,2,1,7,0,-3,-3,0,3,4,3,4,1,2,1,-3,-2,-2,1,3,0,0,0,0,0,0,0,0,0,0,-4,3,0,-3,-2,-1,-1,-3,Svejedno,1
200,0,1,1,5,0,3,2,22,0.66763052,0.20304772,0.0416,4,4,1,2,2,2,2,2,1,4,4,0,2,0,0,4,2,2,1,4,4,3,3,3,2,2,NA,NA,NA,NA,NA,0.511310552,0.725731858,4,3,3,2,3,3,4,2,4,4,1,0,1,1,1,1,1,-1,1,73,93,3,3,1,4,5,4,5,-2,0,-2,-1,5,4,2,4,-2,2,2,1,2,0,0,-1,1,-1,-1,-1,0,0,1,-2,0,4,2,-1,0,-2,-2,-2,-2,-2,"Sarajevo,Zenica,Druga lokacija",0
201,0,0,2,4,1,1,1,23,0.66763052,0.20304772,0.0416,4,4,1,3,2,3,2,3,4,4,5,0,5,0,0,5,2,1,1,4,4,4,2,2,2,3,NA,NA,NA,NA,NA,0.511310552,0.725731858,"1,5",4,2,1,3,3,4,2,3,1,2,1,0,1,1,1,1,-1,1,60,90,2,2,2,4,5,3,6,-3,-3,-3,2,4,3,3,7,3,3,2,-2,-2,-3,-2,-1,1,-2,0,-3,2,2,3,-3,2,-1,1,4,4,-3,3,4,-2,-1,"Sarajevo,Banja Luka,Prijedor",0
202,0,1,2,4,0,1,1,27,0.66763052,0.20304772,0.0416,4,4,1,1,2,3,4,2,3,2,4,0,5,0,0,5,2,3,1,4,2,4,2,1,1,2,NA,NA,NA,NA,NA,0.511310552,0.725731858,"1,4,6",4,2,2,4,4,4,2,3,2,3,0,1,1,1,0,1,1,1,10,70,2,2,2,3,1,3,6,-1,-3,-3,1,5,7,0,7,3,3,2,-1,-1,-1,1,3,0,-1,4,0,0,0,0,0,-1,0,-4,0,1,4,0,0,0,0,Sarajevo,0
203,0,0,1,5,1,1,1,29,0.66763052,0.20304772,0.0416,4,4,1,2,2,3,4,2,0,3,5,2,5,0,0,5,4,2,2,4,4,2,4,4,4,4,NA,NA,NA,NA,NA,0.511310552,0.725731858,3,4,2,2,2,2,4,1,4,4,2,1,0,0,1,0,1,1,1,100,100,2,4,3,3,4,3,7,-2,-1,-1,2,6,7,3,7,3,2,2,1,1,1,1,-2,-4,0,0,-4,0,0,0,0,0,-4,0,-2,0,0,0,-1,-1,0,Svejedno,0
